weekly_lms_logins,video_watch_pct,avg_quiz_score,assignment_completion_rate,avg_submission_delay_days,forum_posts_per_month,session_attendance_pct,gpa_trend,current_gpa,part_time_job,semester,dropout_risk
4.7,55.3,68.0,73.4,3.1,3,63.9,0.37,4.0,1,8,0
10.5,85.6,83.1,97.6,0.0,8,82.3,1.12,3.2,0,3,0
5.7,20.0,45.6,55.8,3.9,1,48.9,-0.21,2.99,1,4,1
1.8,59.7,46.9,31.6,0.0,6,36.1,0.24,3.59,0,8,0
0.3,44.0,48.5,69.0,5.2,2,39.4,0.31,3.22,0,3,0
7.1,59.8,54.8,59.7,3.1,2,31.6,-0.41,2.39,0,1,1
10.9,97.8,60.7,100.0,1.7,5,99.0,1.71,2.85,0,3,0
8.5,35.0,33.8,56.1,4.8,3,69.9,-0.57,3.48,0,2,0
14.6,82.5,88.9,87.8,0.0,7,100.0,0.97,4.0,1,2,0
5.9,52.1,52.8,43.3,2.5,0,47.4,-0.22,1.66,0,3,0
7.1,21.1,43.5,70.3,2.5,3,75.2,-0.11,3.67,1,1,0
6.8,57.9,74.2,42.8,4.0,5,41.1,0.47,3.07,1,4,0
9.4,84.8,68.1,76.1,2.2,3,48.7,-0.19,2.87,0,8,0
8.6,81.9,79.9,68.4,3.0,5,80.1,-0.88,2.98,1,2,0
5.4,41.7,62.8,94.9,4.4,2,54.6,0.33,2.97,1,5,0
0.9,53.8,62.9,52.5,2.7,2,58.1,-1.13,3.15,0,8,1
8.2,49.9,75.5,74.3,1.9,8,84.0,-0.09,2.9,0,4,0
11.0,58.9,75.2,73.0,2.4,2,80.7,0.8,3.19,0,6,0
9.8,57.8,63.7,50.0,5.2,0,35.8,0.42,4.0,1,5,0
9.8,81.0,75.9,86.4,0.9,6,74.8,1.34,3.61,0,8,0
4.5,64.1,60.1,65.9,5.1,3,39.2,-1.27,3.34,0,5,0
9.3,74.1,65.8,78.4,3.2,5,44.1,0.2,2.44,0,5,0
8.4,46.8,80.1,82.4,0.7,3,35.8,0.18,2.47,0,2,0
8.7,73.4,100.0,82.1,1.5,3,76.7,1.21,4.0,0,8,1
1.4,28.3,57.9,37.2,1.4,3,12.4,0.41,3.13,0,2,1
10.8,39.0,59.1,41.3,0.7,4,55.3,-1.13,3.5,0,7,0
10.9,58.4,88.6,100.0,3.0,7,95.6,0.51,3.24,0,8,0
11.3,77.4,79.0,77.7,3.4,5,80.9,1.01,3.91,0,5,0
6.9,84.9,60.9,100.0,1.8,6,71.5,0.28,1.99,0,5,0
5.0,56.3,41.7,36.1,3.8,4,70.9,0.52,2.78,1,4,1
6.9,39.4,85.2,96.3,1.5,2,64.3,-0.21,3.44,0,2,0
5.6,30.0,35.8,26.9,4.6,1,20.5,-0.97,1.96,0,5,1
7.7,18.9,54.3,38.2,7.9,3,42.0,-1.3,2.94,0,8,1
6.0,55.9,65.1,86.2,3.6,7,100.0,0.72,3.28,1,1,0
8.2,72.3,99.3,100.0,0.9,4,63.1,-0.88,3.56,0,6,0
9.9,69.3,64.1,81.1,1.8,3,41.1,0.16,3.0,0,8,0
5.7,62.5,63.3,33.5,2.0,4,68.3,0.75,3.68,1,2,0
7.7,55.4,52.4,45.2,0.5,5,44.8,-1.16,2.43,0,2,1
2.2,36.6,47.1,20.0,3.5,0,22.6,-1.91,1.91,0,8,0
7.8,70.0,86.3,67.5,2.3,4,60.5,1.62,3.18,0,6,0
4.9,88.5,85.8,76.9,0.0,8,37.1,1.29,3.12,0,6,0
6.4,54.2,60.3,18.9,3.0,4,19.3,-1.25,2.67,1,6,0
9.2,55.5,71.1,83.7,0.1,4,92.8,1.27,3.39,0,1,0
6.3,27.4,53.1,53.3,5.7,0,36.9,-0.49,1.96,1,6,1
8.2,47.6,72.9,89.1,0.0,1,24.5,0.71,3.15,0,7,0
0.0,50.3,69.3,60.1,3.0,8,92.4,0.03,3.58,0,5,0
8.3,65.1,56.9,48.0,4.8,4,79.8,0.9,2.44,0,3,0
4.0,72.1,84.9,82.7,1.8,4,84.1,0.0,3.05,0,2,0
0.5,28.5,61.1,67.7,2.2,3,38.2,-0.62,2.53,0,6,0
5.4,60.4,86.1,100.0,2.2,7,74.8,1.11,3.55,1,5,0
4.2,57.6,66.0,95.3,4.9,9,75.4,0.34,3.06,1,6,0
7.1,52.3,37.6,61.7,5.7,3,78.7,-1.06,2.72,0,1,0
3.8,24.9,51.6,46.9,3.2,7,38.8,-0.24,2.67,0,8,0
6.5,94.7,74.9,94.7,0.0,6,65.1,0.59,4.0,0,1,0
8.2,79.1,65.1,63.3,1.8,3,77.5,-0.19,3.13,1,2,0
4.2,60.8,72.3,63.6,0.0,8,78.8,0.73,3.56,1,1,0
6.4,45.6,63.9,36.8,3.0,3,36.5,0.7,3.05,1,1,0
9.3,46.4,68.4,57.7,4.3,1,60.8,-0.88,2.0,0,5,1
9.4,82.3,71.2,100.0,0.7,3,78.4,0.81,3.28,1,6,0
6.3,6.4,46.1,30.3,3.4,4,26.0,-1.24,2.86,0,1,1
6.6,48.9,35.5,30.0,4.4,1,17.6,0.45,2.3,0,3,0
6.0,39.2,33.8,53.1,2.8,2,28.9,0.01,2.62,0,8,1
10.6,47.9,57.5,40.0,4.6,4,41.6,0.38,3.14,1,8,0
8.4,100.0,93.8,91.6,0.0,4,59.1,1.42,3.96,1,8,0
1.0,44.1,52.5,57.2,4.3,2,55.5,-0.18,2.69,1,5,0
4.3,74.6,79.2,69.9,2.1,3,87.3,0.18,2.98,1,5,1
6.8,72.9,62.5,76.9,3.0,5,70.6,1.26,1.98,0,8,0
9.7,44.5,78.2,49.2,0.0,4,49.8,0.79,3.17,1,8,1
6.4,56.2,72.3,98.6,3.5,6,87.9,0.05,3.13,0,2,0
6.9,96.6,89.5,65.0,3.1,1,73.1,-0.06,2.68,0,5,0
0.5,40.3,40.3,35.1,7.6,1,44.7,-1.04,2.2,0,2,1
4.9,51.8,53.7,72.7,1.3,2,45.4,0.59,2.62,1,1,0
13.7,70.6,98.8,93.7,0.1,5,99.9,1.7,3.59,1,4,0
10.6,78.9,70.6,100.0,0.0,5,95.6,1.95,3.25,0,3,0
5.0,57.1,61.8,44.2,1.4,6,50.4,-0.57,3.02,0,6,0
12.7,76.9,70.2,65.7,4.4,4,87.7,0.72,3.46,0,3,0
5.8,62.0,66.5,36.2,3.9,5,69.0,-0.55,3.31,0,1,0
8.4,49.1,83.7,71.1,0.8,4,55.8,0.14,2.82,0,7,0
8.9,33.6,49.4,52.5,3.4,5,50.1,0.34,3.63,0,4,0
8.9,89.9,84.2,70.0,1.4,7,76.8,0.63,3.93,0,5,0
9.5,88.4,71.5,63.1,0.0,4,39.3,0.85,3.69,0,4,0
9.9,73.1,68.3,52.1,0.0,3,70.5,-0.12,3.17,0,5,0
3.5,52.4,63.5,65.2,6.4,2,55.4,-0.31,2.19,0,5,0
6.1,72.0,95.0,68.9,3.1,3,71.8,0.36,3.1,0,5,0
6.1,52.3,47.0,47.7,0.2,2,57.4,-1.33,3.6,1,4,1
9.2,54.0,73.3,22.3,2.8,7,78.3,-0.78,3.33,1,1,0
10.2,62.4,75.0,45.4,0.8,4,57.8,0.36,2.61,1,5,0
14.3,97.2,82.0,73.2,3.6,2,83.5,1.87,3.93,0,6,0
5.7,71.5,59.5,57.7,3.7,5,47.0,-0.28,2.48,0,8,1
8.0,42.1,39.3,66.9,1.0,4,40.4,-0.34,2.89,1,1,0
4.0,27.2,63.5,37.2,3.2,1,60.8,0.19,3.23,0,5,0
8.9,63.6,73.7,78.1,2.1,1,70.7,-0.03,3.87,0,1,0
11.9,52.4,98.0,85.5,1.7,5,81.1,0.21,3.4,1,7,0
11.0,67.4,63.9,83.8,1.0,7,70.1,0.46,3.14,0,7,0
6.0,30.0,36.3,69.8,3.4,2,57.7,-0.57,2.69,0,6,0
8.9,92.1,62.7,62.1,0.0,0,100.0,-0.44,3.9,0,7,0
6.1,76.5,90.4,81.0,0.0,2,87.0,-0.01,3.58,0,6,0
7.5,72.6,63.2,96.1,0.0,5,70.7,0.63,3.09,0,1,0
5.2,81.1,86.7,92.8,0.0,4,75.9,0.73,2.23,0,8,0
7.4,69.7,69.5,99.1,3.0,10,60.3,1.1,1.91,0,1,0
4.0,73.9,59.2,76.1,3.0,2,64.6,1.12,3.29,1,8,0
4.8,84.0,92.4,60.6,5.2,6,73.3,-0.28,2.5,1,2,0
6.2,32.8,62.5,5.8,3.6,1,40.3,-1.14,2.12,1,8,1
5.8,42.7,43.6,24.0,5.5,2,51.9,-1.15,2.24,0,6,1
8.2,53.0,85.3,67.4,2.0,3,93.1,0.38,4.0,1,6,0
3.8,32.4,45.3,35.3,4.9,0,33.6,-1.19,2.35,0,4,1
6.3,80.5,61.2,42.9,4.9,2,13.6,-0.39,3.04,0,5,0
9.5,76.7,91.1,76.4,3.3,5,100.0,-0.2,3.4,0,7,0
9.7,66.7,54.5,77.5,2.1,2,57.8,0.92,2.02,1,5,0
4.3,63.5,61.7,67.3,1.2,4,65.2,-0.41,2.82,0,2,0
1.0,55.6,63.6,75.1,3.2,6,71.4,-0.57,2.31,1,1,0
2.9,47.7,58.0,45.4,6.2,3,72.9,-0.06,3.49,1,1,0
11.2,81.1,72.8,100.0,1.0,7,100.0,1.53,2.82,0,5,0
10.2,68.3,78.1,49.9,1.6,7,56.4,0.07,2.84,1,7,0
11.4,89.8,69.7,82.8,2.7,8,100.0,1.44,3.46,0,8,0
4.6,28.7,26.8,42.8,1.7,1,36.6,-0.43,1.73,0,3,1
1.8,36.4,43.2,14.5,3.4,3,87.7,0.43,2.42,0,5,1
6.2,55.5,81.7,50.7,1.1,6,73.1,0.28,2.76,1,8,0
9.5,63.2,100.0,88.1,1.5,9,69.3,1.58,3.4,1,5,0
5.9,67.7,72.6,61.1,4.9,3,48.3,0.22,3.29,0,2,1
2.6,54.6,50.1,23.9,4.8,0,0.0,0.42,2.71,0,1,1
8.1,88.7,73.6,60.0,0.0,3,80.5,1.25,3.39,0,4,0
6.9,47.8,57.1,31.2,2.3,4,64.5,-0.5,3.15,0,7,1
3.1,35.2,71.1,59.3,0.5,2,60.2,-0.81,1.78,1,7,1
4.6,40.3,37.5,52.0,5.7,1,2.9,-0.76,2.91,1,5,0
10.1,36.0,75.4,37.4,1.7,7,33.2,0.19,2.33,1,7,0
5.1,61.5,41.9,33.8,3.2,5,62.1,-0.84,2.47,1,8,0
9.3,40.0,69.3,66.4,2.0,5,100.0,0.27,3.37,1,7,0
3.6,48.7,45.5,42.9,4.6,3,36.4,-0.02,2.55,0,7,0
5.7,66.0,62.6,46.7,0.0,5,71.4,0.19,3.01,0,5,0
10.4,5.4,58.0,62.5,3.8,4,33.6,-1.61,2.28,0,4,1
10.2,91.3,78.1,83.2,0.6,2,77.2,-0.21,4.0,1,8,0
4.6,80.8,71.1,80.1,3.8,3,62.2,1.65,2.96,0,2,0
13.7,70.6,59.9,59.8,1.9,4,97.4,1.39,3.05,1,3,1
5.9,24.6,59.6,46.7,4.8,5,36.2,-0.78,1.94,1,8,0
9.1,63.5,88.8,98.2,0.0,6,100.0,-0.17,2.76,1,2,0
11.2,49.6,83.3,58.0,0.1,6,57.5,-0.54,2.35,0,5,0
3.7,65.1,77.1,41.3,5.2,1,29.2,-0.03,2.81,0,2,0
8.6,29.3,52.5,37.5,5.1,1,21.2,0.53,2.71,0,6,1
10.5,91.5,97.4,76.1,1.7,8,67.5,1.93,3.06,1,4,0
7.9,41.6,53.6,53.6,3.9,6,53.4,-1.34,2.03,1,2,0
13.9,50.4,40.8,48.7,3.9,2,41.5,-0.36,2.65,0,5,0
6.5,25.0,69.0,26.3,0.6,1,36.8,-0.73,2.78,0,4,0
7.5,43.2,75.6,85.3,4.6,9,78.6,0.27,3.17,1,8,0
2.2,59.3,50.7,56.1,3.4,5,0.0,-1.31,2.03,0,8,0
9.5,72.4,77.3,83.1,1.2,1,68.1,0.35,3.32,1,4,0
3.9,56.2,65.6,58.0,2.1,3,30.4,-0.63,3.6,0,5,0
10.2,100.0,78.9,81.8,0.0,7,66.0,1.21,2.97,1,5,0
13.2,45.9,62.2,43.9,4.4,4,55.2,-0.55,2.7,0,5,0
9.3,66.1,62.3,47.2,0.0,2,66.7,0.25,3.51,0,3,0
2.5,51.3,35.7,66.7,4.4,1,32.0,-0.44,1.86,0,5,1
9.5,76.0,63.0,82.2,0.0,9,98.3,1.7,3.74,1,2,0
10.0,87.9,100.0,64.4,0.3,3,83.3,2.23,2.95,0,8,0
4.7,35.6,36.3,15.2,4.2,0,58.1,-0.91,2.33,1,6,0
6.6,53.9,76.1,66.0,1.1,5,69.3,-0.09,2.89,0,1,0
10.6,63.6,46.8,63.8,2.5,3,37.1,0.68,2.11,1,3,0
1.9,23.4,36.9,23.6,3.7,1,64.6,-0.32,2.48,0,3,0
5.7,64.8,65.3,41.8,1.0,2,57.9,0.36,2.33,0,8,1
3.1,49.7,71.0,43.1,5.8,4,80.4,-1.35,2.52,0,1,0
4.4,40.4,46.5,23.2,1.9,7,42.3,0.34,2.93,0,7,1
5.1,73.1,71.0,71.1,2.8,6,78.1,0.8,2.85,0,2,0
0.0,6.5,43.7,44.5,4.8,5,54.3,-0.94,2.33,0,3,1
12.2,98.5,81.1,100.0,3.0,10,78.2,0.47,4.0,1,8,0
0.8,23.0,39.9,43.5,2.5,1,68.2,-0.1,1.53,0,3,0
8.9,45.3,50.3,72.2,1.9,4,98.2,-1.29,3.77,0,5,1
2.3,24.0,46.4,63.8,4.0,4,0.0,-0.91,1.54,0,6,0
8.5,22.5,66.1,41.3,4.2,5,66.9,-0.59,2.41,0,8,0
0.6,47.2,37.2,39.4,3.2,4,27.7,-0.96,2.66,0,8,0
8.9,63.0,56.4,56.8,3.5,2,13.2,-0.19,3.27,1,7,1
9.5,59.5,70.6,48.4,1.5,4,77.8,-0.48,3.35,0,4,0
7.0,38.3,77.8,52.5,5.4,1,60.8,0.41,2.76,1,3,0
5.8,16.5,6.4,53.9,4.5,0,43.7,-2.24,1.96,0,6,0
6.2,57.6,62.6,69.0,2.9,3,58.0,-0.13,3.51,0,7,1
1.6,36.2,74.7,85.0,3.1,4,78.0,-0.33,3.42,1,8,0
5.4,30.0,39.2,35.5,7.2,0,29.2,0.54,3.0,0,2,1
8.6,37.8,62.8,50.9,1.2,7,67.6,0.21,2.84,0,7,0
3.0,43.0,48.0,74.5,6.3,4,48.2,-2.08,1.13,0,8,0
2.9,36.0,51.2,52.8,2.0,3,68.9,-0.15,3.05,1,4,0
6.3,64.9,84.2,39.9,2.7,5,59.9,-0.6,3.12,0,1,0
9.8,67.7,59.0,95.3,1.5,7,48.0,0.38,2.84,1,7,0
6.3,85.0,81.5,71.3,1.3,8,66.7,0.75,2.9,0,7,0
0.0,8.3,43.2,0.0,3.4,2,6.9,-0.19,1.92,0,3,1
3.2,58.9,70.3,83.7,4.2,9,70.7,0.09,2.58,0,2,0
6.2,66.7,49.2,23.1,2.1,3,26.5,0.32,2.79,0,6,0
12.5,75.0,72.4,75.7,3.2,5,73.4,0.35,2.58,0,1,0
13.6,74.3,67.5,82.0,1.2,3,65.9,-0.1,3.47,1,5,0
8.6,28.3,54.0,72.8,2.7,2,29.7,0.64,3.92,1,5,1
6.2,77.0,82.9,96.8,4.9,5,41.6,-0.33,2.91,0,8,0
0.0,9.5,11.9,46.6,3.4,2,11.0,-1.17,1.24,1,4,1
6.4,45.7,63.5,72.5,2.5,5,33.4,-1.0,2.35,1,1,0
8.3,50.7,24.9,48.1,3.2,2,71.2,0.03,2.7,0,4,0
7.2,76.3,70.4,67.9,1.9,1,67.1,-0.14,3.45,0,1,0
11.2,58.0,77.4,61.6,3.7,5,71.6,-0.09,3.82,0,6,0
2.9,49.7,28.6,59.9,4.4,3,57.1,-0.83,2.66,0,8,0
8.2,58.3,64.2,48.9,3.5,3,72.8,0.74,1.88,1,8,0
10.6,65.0,70.4,80.0,0.1,7,62.2,-0.14,2.42,0,1,0
1.5,28.6,56.7,38.1,4.1,3,33.3,-0.66,2.78,1,7,0
4.6,36.5,39.1,27.1,5.0,1,43.8,-1.65,2.04,1,5,1
9.3,75.5,49.7,71.7,4.7,7,36.6,-0.91,3.42,0,8,0
9.3,60.1,64.1,93.2,0.4,7,100.0,1.14,3.1,0,4,0
8.6,95.7,84.6,57.7,0.8,4,100.0,1.04,4.0,1,5,0
7.8,64.8,71.1,46.9,4.4,9,58.5,-0.07,2.5,0,1,0
6.7,76.2,53.3,19.6,0.9,6,62.4,0.88,2.91,1,5,0
6.9,71.0,61.7,61.6,0.0,0,65.5,-0.83,2.62,0,4,0
7.2,56.5,82.7,59.7,0.4,4,52.2,1.44,3.21,1,8,0
0.1,42.1,45.4,37.5,2.7,1,48.6,0.05,2.94,1,4,1
4.9,28.9,49.4,60.1,6.3,2,32.6,-0.95,2.46,0,2,0
13.5,90.7,82.6,84.9,5.7,9,100.0,0.83,4.0,0,5,0
1.9,8.7,42.4,78.1,2.4,1,23.6,-1.2,1.95,0,2,1
8.6,73.4,90.9,94.4,0.9,8,90.5,1.07,3.61,0,1,0
3.5,33.8,52.5,44.9,3.5,2,17.5,0.33,2.61,1,6,1
17.8,98.2,93.5,90.4,2.1,7,67.0,0.49,3.08,0,5,0
8.5,46.0,67.8,50.3,3.9,1,17.2,-0.44,2.71,0,3,0
2.6,14.0,14.5,25.6,2.9,1,37.7,-1.46,2.48,1,2,1
9.3,67.4,60.6,73.4,0.5,6,62.3,0.17,3.76,0,4,1
10.5,53.2,59.2,63.1,2.2,7,80.4,-0.12,3.57,1,8,0
5.1,53.0,55.1,63.7,5.0,4,67.5,-0.56,2.54,0,2,0
8.1,45.6,51.6,69.4,1.6,3,57.5,-0.26,2.97,0,5,0
3.6,44.5,70.1,63.3,0.0,3,28.5,-0.1,2.14,0,2,0
7.5,16.8,54.0,43.2,6.2,1,56.5,-0.67,2.22,0,8,0
5.5,54.5,56.9,46.8,4.1,5,40.9,-1.55,2.68,1,8,1
7.8,66.9,61.2,67.5,0.3,3,33.4,-0.03,3.52,0,4,0
2.6,53.2,38.6,26.1,4.9,2,42.7,-0.86,2.54,0,2,1
10.4,79.5,68.7,66.9,3.6,8,45.6,1.54,3.22,0,2,0
4.7,54.2,69.0,42.5,3.8,5,7.8,-0.43,2.79,0,3,0
8.1,29.6,17.9,71.2,7.4,1,53.1,-0.46,2.39,1,1,0
9.8,23.4,73.7,38.6,4.2,1,42.6,-0.43,2.95,0,7,1
3.9,60.6,91.1,51.9,3.3,10,27.4,0.83,2.65,0,4,0
5.5,43.0,66.9,41.4,4.0,6,27.4,-1.04,2.07,0,7,0
6.4,53.0,36.9,39.6,4.1,1,28.4,-0.29,2.34,0,8,1
2.6,40.4,38.5,56.1,6.0,1,56.7,-0.29,1.91,0,1,0
9.0,46.2,69.5,52.3,2.9,5,21.2,0.18,3.03,0,3,0
6.9,64.4,43.9,24.1,5.9,2,14.9,0.62,3.15,1,8,1
4.7,53.4,45.2,70.7,4.3,4,61.8,-0.84,2.81,0,7,0
7.1,43.6,48.3,51.1,4.0,2,34.1,0.28,1.57,0,6,0
0.0,39.1,31.2,47.7,3.6,2,40.5,-0.09,2.0,1,6,0
13.3,76.4,77.0,91.3,0.8,7,67.7,0.73,3.44,0,5,0
8.1,47.6,42.0,36.9,3.9,4,86.7,0.84,1.99,0,5,0
7.8,46.8,90.3,85.0,3.2,4,56.9,0.75,3.54,0,3,0
6.1,30.8,44.1,65.1,4.4,1,52.8,-0.35,2.86,1,5,1
3.7,59.1,72.7,64.3,0.5,3,95.9,0.42,3.92,0,5,0
7.5,78.7,70.5,82.8,0.0,5,66.5,-0.18,4.0,0,2,0
12.9,52.1,84.3,90.9,2.8,5,64.2,1.21,2.87,0,7,0
7.5,51.1,75.4,44.2,7.9,8,74.9,0.5,2.94,0,2,1
5.7,37.2,59.6,39.6,2.7,1,68.1,-0.34,2.64,0,2,1
7.6,60.0,56.6,31.2,1.6,2,46.1,1.17,2.63,1,6,1
7.2,64.4,57.8,68.3,4.2,4,86.3,-0.17,3.02,0,7,0
7.5,31.2,79.7,77.7,1.9,9,45.3,-1.52,2.5,0,7,0
5.1,43.6,71.7,49.5,5.9,5,64.1,1.05,3.13,0,3,0
6.0,30.7,49.0,46.5,4.5,4,71.2,0.12,3.22,1,6,1
7.1,70.0,72.0,97.1,1.4,10,90.7,1.09,3.5,1,5,0
4.9,26.3,23.3,40.5,3.0,1,31.5,-1.16,1.94,1,7,1
6.3,75.6,76.7,48.7,4.5,4,46.2,0.24,2.41,1,1,1
4.4,22.6,40.5,69.4,3.0,1,90.3,-1.35,3.48,1,6,1
6.5,84.1,77.4,68.1,4.0,5,46.0,-0.04,3.43,1,4,0
5.4,29.1,66.6,52.2,4.0,2,56.4,-0.79,2.91,1,7,1
3.5,62.3,73.2,53.7,5.8,4,60.1,-0.08,2.64,0,5,0
6.6,39.6,65.1,63.7,3.6,5,59.9,0.27,3.49,1,7,0
7.4,34.5,54.6,46.9,9.4,1,89.4,-0.86,2.64,0,6,0
4.7,81.6,68.1,92.4,3.4,3,64.7,0.67,2.22,0,3,1
5.8,58.5,64.6,83.5,2.9,5,57.9,0.2,3.09,0,2,0
9.6,73.2,73.1,78.9,0.8,5,100.0,1.01,2.74,1,4,0
3.7,38.2,33.1,51.7,5.3,3,43.3,-0.58,2.71,0,6,0
6.7,48.3,38.3,51.7,1.9,4,75.2,0.49,3.63,0,4,0
12.4,62.2,79.3,62.0,0.6,2,70.1,-0.08,2.32,0,4,0
3.3,0.0,53.7,37.7,2.4,4,66.3,-1.3,2.23,1,8,1
4.8,52.5,93.9,83.0,0.7,7,94.1,-0.0,3.98,0,1,0
5.8,62.8,59.5,65.2,7.1,6,52.1,-0.23,2.7,1,6,0
8.7,90.5,76.4,55.1,2.2,6,40.8,-0.36,3.56,1,8,0
5.0,70.2,69.5,67.9,1.8,2,22.5,0.75,2.97,1,6,0
3.5,11.2,58.0,22.1,6.8,1,0.0,-1.06,2.59,0,7,1
6.9,75.3,72.4,84.9,2.0,11,72.1,1.15,3.03,1,2,0
3.8,20.2,49.0,72.9,5.5,2,13.4,0.41,1.58,0,2,0
8.3,70.9,93.7,100.0,5.2,11,74.3,0.73,3.64,0,2,0
4.9,63.9,56.3,75.7,0.0,3,56.7,2.0,2.03,0,2,0
14.6,70.9,69.4,100.0,0.0,3,87.9,2.31,3.78,0,5,0
15.4,81.8,82.7,100.0,4.7,2,96.1,1.92,3.7,0,4,0
2.5,52.4,52.0,62.8,1.5,6,71.5,-0.62,2.69,0,4,0
1.6,70.0,68.5,51.5,0.0,4,61.0,0.71,3.14,0,4,0
8.1,60.3,53.5,69.0,1.1,7,60.0,-0.74,2.26,1,7,0
11.5,54.4,62.4,85.4,0.9,6,54.1,0.78,2.76,1,3,0
6.7,63.8,54.5,46.6,2.1,2,29.2,-2.01,2.77,1,2,1
7.3,54.1,57.3,64.8,4.3,3,63.9,-0.1,3.09,0,5,1
5.8,30.4,81.5,84.6,2.0,2,28.9,0.72,2.65,0,5,0
10.4,80.5,77.2,63.6,0.0,5,81.3,0.4,2.79,0,6,0
10.8,93.4,75.2,72.1,1.3,2,61.8,-0.09,4.0,0,6,0
11.3,21.3,60.8,79.0,1.1,3,59.8,0.09,3.34,0,8,0
0.5,36.8,60.5,35.0,3.3,5,48.2,-0.32,2.15,0,3,1
12.8,87.5,89.3,99.1,0.3,4,100.0,1.25,4.0,0,7,0
1.9,49.5,58.9,41.8,6.1,1,3.1,-1.14,2.61,0,7,1
9.5,64.9,77.2,76.6,1.1,8,61.0,0.86,3.4,0,3,0
5.4,41.7,53.1,11.6,5.2,2,52.7,0.15,2.76,1,6,0
10.7,75.1,78.9,90.2,0.0,5,100.0,0.5,2.77,1,6,0
12.1,66.7,100.0,79.0,3.3,9,74.1,1.55,4.0,0,7,0
8.8,62.6,40.9,60.7,6.1,1,35.7,-0.5,3.07,0,4,0
13.5,54.6,58.4,80.6,1.6,2,100.0,0.1,3.32,1,4,0
4.8,31.7,47.0,52.4,2.1,3,57.1,0.27,2.61,1,4,0
2.9,35.6,64.2,38.6,1.8,2,64.3,0.13,2.36,0,7,1
0.2,9.0,12.5,32.6,4.4,0,11.6,-1.26,1.95,0,4,1
9.0,87.8,44.6,67.6,4.8,4,72.8,-0.24,3.33,0,6,0
11.0,68.7,68.5,77.8,1.0,6,50.7,1.53,2.85,1,7,0
5.1,77.9,96.2,66.0,4.3,4,43.8,0.3,3.25,0,4,0
8.5,31.1,55.3,67.7,1.1,5,59.1,-0.33,2.7,0,6,1
4.2,48.0,34.6,41.1,3.2,4,52.8,-0.76,2.64,1,7,1
0.8,45.7,55.7,28.1,4.0,3,29.1,0.07,2.82,1,2,1
5.5,73.6,86.0,75.6,2.9,3,87.4,1.44,3.22,0,8,0
8.8,100.0,77.5,100.0,0.2,10,77.7,1.03,3.99,0,5,0
7.5,66.3,83.4,63.3,4.0,4,70.9,2.13,2.44,1,8,0
11.0,70.5,78.7,77.6,4.1,3,73.8,0.29,3.6,0,2,0
9.9,47.5,73.4,83.2,2.1,2,57.9,0.01,3.07,1,5,0
15.7,84.7,81.5,100.0,0.0,6,100.0,1.47,3.89,0,1,0
2.0,42.1,52.1,50.6,3.0,0,17.5,-1.27,2.05,1,7,1
8.9,71.6,78.4,69.9,4.3,3,50.8,0.65,3.67,0,1,0
8.2,99.3,86.5,40.9,0.2,5,54.3,0.36,3.53,0,7,0
4.0,41.0,26.3,46.6,1.2,1,71.6,-1.66,1.98,0,1,0
3.2,54.0,44.5,67.1,0.2,3,50.7,-1.08,2.59,1,5,0
4.1,38.1,53.9,78.9,4.1,6,43.2,-0.21,3.34,0,3,0
7.4,57.0,57.0,41.0,0.7,2,42.1,-0.13,2.57,0,2,1
0.0,29.7,51.2,66.4,3.4,1,51.4,-1.6,2.31,0,3,1
12.4,95.3,71.0,82.9,1.2,4,94.5,1.03,3.49,1,5,0
3.0,32.6,53.8,40.4,0.4,4,32.3,-0.44,2.99,0,4,0
0.5,61.0,64.4,40.5,3.9,4,39.1,-0.51,2.83,0,3,0
0.0,51.4,63.2,69.5,2.7,1,22.6,-0.88,2.07,0,7,1
10.0,65.2,53.3,41.7,0.0,4,55.7,-0.02,2.29,0,5,0
3.0,66.2,62.3,77.0,2.8,4,85.6,0.1,3.04,0,1,0
9.0,56.0,58.6,64.2,2.6,2,60.8,1.1,2.96,0,4,0
10.3,66.3,96.6,77.4,2.0,3,84.5,-0.2,2.25,1,1,0
7.8,64.6,90.8,66.4,1.9,10,73.7,1.05,3.27,1,7,0
6.4,63.5,47.7,79.6,2.9,9,43.1,-0.57,2.91,1,3,1
12.0,59.6,98.1,84.9,2.5,5,94.4,0.77,3.38,0,3,0
6.8,53.1,65.5,65.0,1.3,1,93.9,-0.87,3.1,1,2,0
6.1,2.4,78.2,61.4,0.0,2,68.9,-0.49,1.83,0,7,1
7.3,65.3,54.3,68.7,0.5,2,48.3,-0.07,2.47,1,2,0
8.8,52.8,68.7,75.1,0.2,7,64.5,0.15,3.67,0,5,0
2.9,29.0,43.6,62.8,7.5,3,81.1,0.48,2.27,0,6,0
12.8,95.5,100.0,89.0,0.0,8,81.5,1.39,2.81,1,3,0
7.0,56.3,53.7,62.2,1.9,4,40.5,0.36,2.47,0,1,0
2.6,69.4,52.4,50.6,2.2,4,57.9,0.53,3.17,1,2,0
6.6,27.7,45.2,44.6,2.8,3,50.1,-0.34,2.46,1,1,1
4.9,65.5,55.5,47.3,6.6,4,62.3,0.65,2.44,1,5,1
5.4,47.0,76.5,78.5,0.0,5,79.2,-0.38,2.99,1,6,0
7.7,61.7,69.7,78.7,6.8,4,85.0,1.44,3.21,0,1,0
1.7,54.0,58.9,41.4,4.5,1,39.4,-1.37,1.67,0,1,1
